sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,森 順子,もり じゅんこ,327111,1979,,,,,,,,
female,光原 エミカ,みつはら エミカ,721707,1945,,,,,,,,
female,柳 咲恵,やなぎ さきえ,1017989,1985,,,,,,,,
female,三宅 智子,みやけ ともこ,1187719,1983,,,,,,,,
female,山内 智恵,やまうち ちえ,1346531,1977,,,,,,,,
female,矢野 貴久子,やの きくこ,1471151,1962,,,,,,,,
female,森崎 友紀,もりさき ゆき,1572986,1979,,,,,,,,
female,河端 恵美子,かわばた えみこ,1591560,1952,,,,看護学,明治大学法学部卒業法政大学大学院社会科学研究科修了新潟大学大学院医歯学総合研究科修了,,1952年,{{JPN}}
female,桃華 絵里,ももか えり,1592799,1981,,,,,,,,
female,上原 貴美子,うえはら きみこ,1774288,1919,,,,,,,,
female,吉永 みち,よしなが みち,1889414,1985,,,,,,,,
female,若泉 絵子,わかいずみ えこ,2029764,1966,,,,,,,,
female,山口 遊子,やまぐち ゆうこ,2426409,1962,,,,ファッションモデル,松陰女子学院短期大学英文学科,{{jpn}},{{生年月日と年齢|1962|10|15}},
female,山本 未奈子,やまもと みなこ,2429641,1975,,,,,,,,
female,福士 珠美,ふくし ますみ,5044175,1965,,,,,,,,
female,日野 紗里亜,ひの さりあ,4995054,1987,,,,,,,,
female,松川 サク,まつかわ さく,4966007,1892,,,,相模ゴム工業初代会長、日本ソロプチミストクラブ初代会長、全国商工会議所婦人連合会会長,,神奈川県愛甲郡小鮎村（現：神奈川県厚木市）,1892年3月19日,{{JPN}}
female,松田 裕美,まつだ ひろみ,4218282,1967,,,,実業家起業家,,,{{生年月日と年齢|1967|8|1| }},{{JPN}}
female,坂東 枝美子,ばんどう えみこ,4087745,,,,,実業家,,埼玉県,,{{JPN}}
female,平井 弓子,ひらい ゆみこ,4073995,,,,,,,,,
female,藤井 キク,ふじい きく,4073521,1855,,,,百貨店経営,,近江国,安政2年（1855年）,{{JPN}}
female,星野 朝子,ほしの あさこ,3943713,1960,,,,,,,,
female,水野 千夏,みずの ちなつ,3688507,,,,,,,,,
female,森井 久恵,もりい ひさえ,5067353,,,,,,,,,
female,山岡 まさえ,やまおか まさえ,5062907,,,,,実業家,,{{JPN}}大阪府,,
female,森下 美恵子,もりした みえこ,4962855,1922,,,,,,,,
female,横尾 良笑,よこお よしえ,4716506,1982,,,,ユニバーサルデザインコーディネーター教育の創始者 ほか,慶應義塾大学,{{JPN}}・東京都,{{生年月日と年齢|1982||}},{{JPN}}
female,我部山 キヨ子,かべやま キヨこ,4599364,,,,,,,,,
female,山本 久美,やまもと くみ,4538934,1967,,,,,,,,
female,山田 早輝子,やまだ さきこ,4453704,,,,,,,,,
female,山田 メユミ,やまだ めゆみ,4397461,1972,,,,,,,,
female,大貫 詩織,おおぬき しおり,4389948,1991,,,,助産師、YouTuber,神奈川県立保健福祉大学看護学科,神奈川県横浜市,{{生年月日と年齢|1991|12|12}},
female,桔梗屋 やつ,ききょうや やつ,4079287,,,,,,,,,
female,龍崎 翔子,りゅうざき しょうこ,4008025,1996,,,,,,,,
female,門 りょう,もん りょう,3997166,1989,O型,156cm,,実業家、元キャバクラ嬢,,{{JPN}} 兵庫県神戸市長田区{{Cite web|url=https://www.hmv.co.jp/artist_%E9%96%80%E3%82%8A%E3%82%87%E3%81%86_000000000756635/biography/|title=PROFILE|accessdate=2019-07-17}},{{生年月日と年齢|1989|10|15}},
female,吉成 夏子,よしなり なつこ,3995792,,,,,,,,,
female,屋敷 和子,やしき かずこ,3936298,1957,,,,,,,,
female,石川 紀子,いしかわ のりこ,3741801,,,,,看護学,長崎大学医学部附属助産婦学校卒業明治学院大学社会学部卒業明治学院大学大学院社会学研究科博士前期課程修了,,,{{JPN}}
female,八木 彩香,やぎ あやか,3637641,1991,,,,,,,,
female,山崎 みしえる,やまざき みしえる,3575768,,,162cm,,編集者/ファッションディレクター,大田区羽田旭小学校,{{JPN}} 東京都品川区{{Cite web|和書|url=https://www.facebook.com/misiel.yamazaki/about_overview|title=「山崎みしえる」Facebook|accessdate=2021-01-06|publisher=Facebook}},,日本
female,和田 まあや,わだ まあや,3463584,1998,,,,,,,,
female,荒木 初子,あらき はつこ,3296550,1917,,,,,高知県衛生会産婆学校高知県保健婦養成所,高知県宿毛市沖の島弘瀬,{{生年月日と年齢|1917|5|10|no}},
female,宮之原 明子,みやのはら あきこ,3233336,1974,,,,実業家プロデューサー,鹿児島純心女子短期大学,{{JPN}} 鹿児島県鹿児島市,{{生年月日と年齢|1974|9|25}},
female,宮内 淑子,みやうち よしこ,3226208,,,,,,,,,
female,南 まゆ子,みなみ まゆこ,3205354,1980,,,,,,,,
female,和田 優子,わだ ゆうこ,3127665,1958,,,,,,,,
female,武藤 千春,むとう ちはる,2905401,1995,O型,,,実業家、歌手,,{{JPN}}・東京都,{{生年月日と年齢|1995|4|3}},
female,柳川 れい,やながわ れい,2904573,1946,,,,,,,,
female,村上 萌,むらかみ もえ,2799355,1987,,,,,,,,
female,太田 尚子,おおた なおこ,2678471,,,,,看護学,筑波大学医療技術短期大学部看護学科卒業京都大学医療技術短期大学部専攻科助産学特別専攻修了東京大学医学部卒業聖路加看護大学大学院看護学研究科博士前期課程修了聖路加看護大学大学院看護学研究科博士後期課程修了,,,
female,政井 貴子,まさい たかこ,3466661,1965,,,,日本銀行政策委員会審議委員,実践女子大学法政大学大学院経営学研究科修士課程,愛媛県,{{生年月日と年齢|1965|3|8}},{{JPN}}
female,平田 梨奈,ひらた りな,3247248,1998,,,,,,,,
female,日野 佳恵子,ひの かえこ,3229476,,,,,,,,,
female,藤井 しおり,ふじい しおり,3215784,1991,,,,,,,,
female,広岡 浅子,ひろおか あさこ,3053460,1849,,,,実業家・教育者・社会運動家,,{{JPN1603}} 山城国京都（現・京都府京都市）,1849年10月18日,{{JPN}}
female,三次 由梨香,みつぎ ゆりか,3040477,1985,,,,,,,,
female,馬養 雅子,まがい まさこ,3027682,,,,,,,,,
female,松下 えみ,まつした えみ,2785742,1981,,,,,,,,
female,藤田 志穂,ふじた しほ,2727726,1985,B型,,,実業家,立志舎高等学校,{{JPN}}・千葉県市川市行徳,{{生年月日と年齢|1985|5|11}},
female,林 みなほ,はやし みなほ,2591099,1990,,,,,,,,
female,深田 萌絵,ふかだ もえ,2538074,1978,,,,実業家投資家,,{{JPN}} 大阪府,{{生年月日と年齢|1978|2|24}},日本
female,原 知遙,はら ちはる,2269254,1955,,,,,,,,
female,松葉 れいな,まつば れいな,2092478,1981,,,,,,,,
female,干場 弓子,ほしば ゆみこ,2021750,,,,,編集者文筆家実業家,お茶の水女子大学文教育学部卒業,{{JPN}}・愛知県名古屋市,,
female,原 めぐみ,はら めぐみ,1856346,1960,O型,,,歌手、会社経営,関東学院大学卒業,{{JPN}}・神奈川県横浜市,{{生年月日と年齢|1960|12|11}},
female,大石 佳能子,おおいし かのこ,3484012,1961,,,,実業家・社会起業家,大阪大学法学部卒業ハーバード大学大学院修了,{{JPN}}大阪府箕面市,{{生年月日と年齢|1961|3|24}},
female,小酒部 さやか,おさかべ さやか,3338954,1977,,,,起業家・経営者,多摩美術大学,{{Flagicon|JPN}} 神奈川県川崎市,{{生年月日と年齢|1977|5|29}},
female,久能 祐子,くのう さちこ,3320685,1954,,,,実業家,京都大学工学部,{{JPN}} 山口県下松市,{{生年月日と年齢|1954|12|8|}},
female,上田 假奈代,うえだ かなよ,3217528,1969,,,,詩人・NPO法人代表,,奈良県吉野郡,{{生年月日と年齢|1969|12|01}},{{JPN}}
female,白井 智子,しらい ともこ,2893551,1972,,,,経営者,東京大学法学部,{{JPN}}・千葉県船橋市,{{生年月日と年齢|1972|09|06}},{{JPN}}
female,野上 まき,のがみ まき,2789084,,,,,,,,,
female,小林 りん,こばやし りん,2776695,1974,,,,学校法人ユナイテッド・ワールド・カレッジISAKジャパン（UWC ISAK Japan) 代表理事・社会起業家,東京大学スタンフォード大学,{{JPN}} 東京都,{{生年月日と年齢|1974|10|29}},
female,梶田 夕貴,かじた ゆうき,56864,,,,,,,,,
female,南野 知惠子,のおの ちえこ,169283,1935,,,,,,,,
female,楠本 イネ,くすもと いね,354196,1827,,,,,,長崎銅座町（現 長崎市銅座町）,文政10年5月6日（1827年5月31日）,
female,小栗 由加,おぐり ゆか,668609,,,,,,,,,
female,野口 シカ,のぐち シカ,717647,1853,,,,,,,,
female,鹿嶋 ゆかり,かしま ゆかり,827827,,,,,,,,,
female,緒月 遠麻,おづき とおま,1193410,,,,,,,,,
female,荻窪 えき,おぎくぼ えき,1409033,,,,,,,,,
female,富樫 直美,とがし なおみ,1485317,1975,,,,,,,,
female,小沢 ミナコ,おざわ みなこ,1524710,1976,,,,,,,,
female,奥以 桃子,おくい ももこ,1681262,1968,,,,,,,,
female,小原 加奈子,おばら かなこ,1879423,,,,,,,,,
female,沖 千里,おき ちさと,2153989,,,,,,,,,
female,小山 田里奈,おやまだ りな,2331556,,,,,,,,,
female,神藤 多喜子,しんどう たきこ,2334569,1954,,,,助産師,,,1954年,{{JPN}}
female,徳永 瑞子,とくなが みずこ,2343187,1948,,,,,,,,
female,坂本 フジヱ,さかもと ふじえ,2369548,1924,,,,助産師,,{{JPN}} 和歌山県日高郡清川村,{{生年月日と年齢|1924|1|13|no}},
female,山本 麻里,やまもと まり,4452198,1964,,,,,,,,
female,上杉 夏穂,うえすぎ かほ,5166039,,,,,,,,,
female,天崎 ことり,あまさき ことり,5133854,,,,,,,,,
female,荒川 玲和,あらかわ れいか,5117902,2000,,,,,,,,
female,亀徳 しづ,きとく しづ,5115431,1878,,,,,,,,
female,内田 靖子,うちだ やすこ,5112569,1988,,,,,,,,
female,宇都 有里紗, ,5093167,1992,,,,,,,,
female,酒井 菜摘,さかい なつみ,4710146,1986,,,,,,,,
female,小熊 萌凛,おぐま もりん,4564662,,,,,,,,,
female,中川 有加,なかがわ ゆか,4434676,,,,,看護学,大阪大学医学部附属助産婦学校卒業日本赤十字看護大学看護学部卒業聖路加看護大学大学院看護学研究科博士前期課程修了聖路加看護大学大学院看護学研究科博士後期課程修了,,,
female,津久井 磯,つくい いそ,4221022,1829,,,,,東京府産婆教授所,上野国群馬郡青梨木村,1829年,
female,高橋 瑞子,たかはし みずこ,4219737,1852,,,,内科、外科、産婦人科、小児科,済生学舎,三河国幡豆郡西尾,1852年12月5日,
female,奥村 優希,おくむら ゆうき,4100303,1995,,,,,,,,
female,山田 久米子,やまだ くめこ,4073646,1847,,,,,,武蔵国江戸神田,弘化4年3月16日（1847年4月30日）,
female,西尾 京子,にしお きょうこ,4073459,1844,,,,,,東京,天保15年8月3日（1844年9月14日）,
female,奥山 静香,おくやま しずか,4063753,,,,,,,,,
female,押川 チカ,おしかわ ちか,4021179,,,,,,,,,
female,小倉 弥優,おぐら みゆう,3912978,,,,,,,,,
female,小杉 イ子,こすぎ イね,3902104,1884,,,,,,,,
female,新道 幸惠,しんどう さちえ,3799104,1942,,,,,,,,
female,溝野 かなた,みぞの かなた,3755219,1989,,,,看護師、助産師シンガー,,{{JPN}} 長崎県佐世保市,{{生年月日と年齢|1989|12|22}},
female,福井 トシ子,ふくい としこ,3670668,1956,,,,,東京都立北多摩看護専門学校卒業東京女子医科大学看護短期大学専攻科修了福島県立総合衛生学院保健学科修了厚生省看護研修研究センター看護教員養成課程助産婦養成所教員専攻修了産能大学大学院経営情報学研究科修了国際医療福祉大学大学院博士後期課程修了,{{Flagicon|JPN}} 福島県安達郡大玉村,{{生年月日と年齢|1956|04|02}},
female,加治 みなみ,かじ みなみ,3587546,,,,,,,,,
female,吉田 セイ,よしだ セイ,3246593,1909,,,,,,,,
female,田中 たつ,たなか たつ,3242583,1892,,,,,,,,
female,三森 孔子,みもり よしこ,3081547,1928,,,,,,,,
female,近藤 潤子,こんどう じゅんこ,2753867,1931,,,,,,,,
female,野間 左衛,のま さえ,2670823,1883,,,,,,,,
female,池田 沙代,いけだ さよ,2317950,1988,,,,,,,,
female,島津 玲奈,しまづ れな,4437853,1991,,161cm,51kg,,,{{JPN}} 熊本県合志市,{{生年月日と年齢|1991|5|28}}{{Cite web|和書|title=選手プロフィル 島津玲奈 |url=https://www.jiji.com/jc/tokyo2020?s=profile&id=competition-og2020_person-shimazu-rena-0001&a=olyMPN |author=時事通信 |date=2021-07-01 |accessdate=2021-12-22}},日本
female,吉岡 詩織,よしおか しおり,4344520,1994,,,,,,,,
female,納富 沙弥香,のうとみ さやか,4068259,,,,,,,,,
female,清水 綾乃,しみず あやの,4025806,1990,,159cm,51kg,,,,{{birth date and age|1990|11|18}}{{Cite web|和書 |url=https://www.joc.or.jp/games/asia/2018/japan/rifleshooting/team/shimizuayano.html |title=ジャカルタ・パレンバアジア競技大会2018 ＞ 日本代表選手団 ＞ 射撃・ライフル射撃 ＞ 清水 綾乃 |author= |date=2018年8月18日 |work= |format= |publisher=日本オリンピック委員会 |accessdate=2019年10月27日}},{{JPN}}
female,飯原 夏子,いいはら なつこ,4016982,1985,,,,,,,,
female,並木 月海,なみき つきみ,3977153,1998,,153cm{{Cite web|和書|url=https://news.yahoo.co.jp/articles/9e23e4dff957a5495b1dc73305cddcedfc33f859 |title=【TOKYO2020 ボクシング】日本代表名鑑Vol.３ 並木月海「柔道やレスリングのように“女子ボクシング”に興味を持ってもらいたい」 |author=善理俊哉 |publisher=ボクシング・マガジン編集部 |date=2021-07-23 |accessdate=2021-08-03}},50kg,,,千葉県成田市,{{生年月日と年齢|1998|9|17}},{{JPN}}
female,松島 美紗,いとう みさ,3840272,1991,,,,,,,,
female,篠原 ゆきの,しのはら ゆきの,3752602,1985,,,,,,,,
female,田中 友理恵,たなか ゆりえ,3740472,1989,,,,,,,,
female,鶫 真衣,つぐみ まい,3554799,1987,,,,,,,,
female,馬場 菜津美,ばば なつみ,3525486,1991,,,,,,,,
female,新添 左季,にいぞえ さき,3517348,1996,,,,,,,,
female,広村 麻衣,ひろむら まい,3362791,1986,,,,,,,,
female,高橋 百合子,たかはし ゆりこ,3318170,1973,,,,,,,{{生年月日と年齢|1973|7|28}},{{JPN}}
female,時武 ぼたん,ときたけ ぼたん,3233947,1971,,,,小説家,,,{{生年月日と年齢|1971|2|6}},{{flagicon|JPN}}
female,森田 優子,もりた ゆうこ,3111049,1975,,,,,,,,
female,濵田 尚里,はまだ しょうり,3101383,1990,,,,,,,,
female,堀内 優,ほりうち ゆう,2903964,1990,,,,,,,,
female,柴田 理恵,しばた りえ,2079476,1959,,,,,,,,
female,入江 ゆき,いりえ ゆき,3720789,1992,,152cm[http://db.japan-wrestling.jp/player/%E5%85%A5%E6%B1%9F%E3%82%86%E3%81%8D/ JWF WRESTLERS DATABASE : 日本レスリング協会 入江ゆき],,,,,{{生年月日と年齢|1992|9|17}},{{JPN}}
female,東 良子,あずま りょうこ,3543270,1973,,,,,,,,
female,大谷 三穂,おおたに みほ,3543141,1971,,,,,,,,
female,後藤 沙織,ごとう さおり,3542629,1988,,,,,,,,
female,小村 つばさ,こむら つばさ,3539920,1996,,,,,,熊本県熊本市,{{生年月日と年齢|1996|11|7}},{{JPN}}
female,金子 瑛美,かねこ てるみ,3539592,1991,,,,,,,,
female,小松崎 弘子,こまつざき ひろこ,3392240,1981,,,,,,,,
female,川崎 明美,かわさき あけみ,2991484,1962,,,,,,,,
female,佐野 明日香,さの あすか,2915988,1982,,,,,,,,
female,本多 則惠,ほんだ のりえ,4878762,,,,,,,,,
female,三橋 さゆり,みつはし さゆり,4807566,,,,,,,,,
female,松井 智予,まつい ともよ,4804088,,,,,,,,,
female,馬場 裕子,ばば ゆうこ,4800610,,,,,,,,,
female,藤田 礼子,ふじた れいこ,4796177,1969,,,,,,,,
female,藤原 朋子,ふじわら ともこ,4723927,1965,,,,,,,,
female,羽石 千代,はねいし ちよ,4722029,1975,,,,,,,,
female,村崎 直子,むらさき なおこ,4679456,1971,,,,,,,,
female,三輪田 祐子,みわた ゆうこ,4673824,,,,,,,,,
female,椋田 那津希,むくだ なつき,4662742,,,,,,,,,
female,日向寺 裕芽子,ひゅうがじ ゆめこ,4645727,,,,,,,,,
female,三島 由佳,みしま ゆか,4644518,1972,,,,,,,,
female,藤森 敬子,ふじもり けいこ,4604843,,,,,,,,,
female,牧野 利香,まきの りか,4602589,1971,,,,,,,,
female,伊藤 百花,いとう ももか,5173819,2003,,,,,,,,
female,月城 小夜子,つきしろ さよこ,1757219,1950,,,,,,,,
female,小杉 まりも,こすぎ まりも,2311673,1991,O型,168cm,,,,{{JPN}}・東京都,{{生年月日と年齢|1991|5|20}},
female,里見 和香,さとみ わか,1985171,1958,,,,,,,,
female,藤沢 久美,ふじさわ くみ,2413975,1967,,,,実業家,大阪市立大学生活科学部早稲田大学大学院スポーツ科学研究科,,{{生年月日と年齢|1967|3|15}}{{cite news |title=社外取締役候補者の選任に関するお知らせ|author= |agency=|publisher=豊田通商株式会社|date=2014-4-25 |url=http://www.toyota-tsusho.com/press/detail/140425_002621.html|accessdate=2015-5-4}},
female,やしろ 優,やしろ ゆう,2677911,1987,A型,156cm,,,,神奈川県,{{生年月日と年齢|1987|7|9}},
female,伊東 里き,いとう りき,2433554,1865,,,,助産師、メイド、喫茶店経営など,片田小学校,{{JPN1603}}・志摩国英虞郡片田村,慶応元年11月2日（1865年12月19日）,
female,白木 朋子,しろき ともこ,2759369,1974,,,,,,,,
female,岩附 由香,いわつき ゆか,2759354,1974,,,,,,,,
female,横山 フク,よこやま ふく,2664843,1907,,,,,,,,
female,安藤 美冬,あんどう みふゆ,2716784,1980,,,,作家・コメンテーター,慶應義塾大学法学部政治学科,{{Flagicon|JPN}} 山形県寒河江市,{{生年月日と年齢|1980|1|9}},
female,白木 夏子,しらき なつこ,2296334,1981,,,,,,,,
female,山田 真貴子,やまだ まきこ,3807098,1960,,,,国家公務員,早稲田大学法学部,{{JPN}}・東京都,{{生年月日と年齢|1960|9|13}},{{JPN}}
female,片岡 サチ,かたおか さち,194087,,,,,,,,,
female,川口 雅代,かわぐち まさよ,367648,,,,,{{Hlist-comma|ジャーナリスト|リポーター|女優|シンガーソングライター|歌手|タレント|ラジオパーソナリティ|声優}},,{{Flagicon|Japan}}日本・福岡県福岡市（東京育ち）,1959年6月7日,
female,木戸 美歩,きど みほ,488092,,,,,,,,,
female,華城 季帆,かしろ きほ,567483,,,,,,,,,
female,北原 和美,きたはら かずみ,964868,,,,,,,,,
female,かわい 瞳,かわい ひとみ,1068963,,,,,,,,,
female,かねさだ 雪緒,かねさだ ゆきお,1453156,,,,,,,,,
female,佳村 さちか,かむら さちか,1542215,,,,,,,,,
female,華耀 きらり,かよう きらり,1594320,,,,,,,,,
female,加藤 有希子,かとう ゆきこ,1599121,,,,,,,,,
female,蟹江 梨麻,かにえ りま,1722970,,,,,,,,,
female,木村 聡子,きむら さとこ,1789770,,,,,,,,,
female,川崎 麻衣,かわさき まい,1836644,,,,,,,,,
female,川勝 あか梨,かわかつ あかり,1915359,,,,,,,,,
female,川島 美菜子,かわしま みなこ,1938404,,,,,,,,,
female,貴咲 美里,きさき みり,1953516,,,,,,,,,
female,梶山 純子,かじやま じゅんこ,2141999,,,,,,,,,
female,木地谷 厚子,きちや あつこ,2212846,,,,,,,,,
female,城月 美穂,きづき みほ,2231077,,,,,,,,,
female,工藤 杏,くどう あん,255766,,,,,,,,,
female,小松 由佳,こまつ ゆか,298477,,,,,,,,,
female,小林 梓,こばやし あずさ,413472,,,,,,,,,
female,熊谷 奈美,くまがい なみ,649032,,,,,,,,,
female,煌 みちる,こう みちる,928494,2024,,,,,,,,
female,窪田 涼子,くぼた りょうこ,1055469,,,,,,,,,
female,九条 亜希子,くじょう あきこ,1157031,1950,,,,,,,,
female,九里 みほ,くのり みほ,1303344,,,,,,,,,
female,紅 ゆずる,くれない ゆずる,1420222,,,,,,,,,
female,倉本 夏希,くらもと なつき,1454143,,,,,,,,,
female,小泉 洋子,こいずみ ようこ,1571541,,,,,,,,,
female,小串 容子,こぐし ようこ,1643027,,,,,,,,,
female,桐山 ゆみ,きりやま ゆみ,1733092,,,,,,,,,
female,西條 三恵,さいじょう みえ,1782722,,,,,,,,,
female,古賀 さと子,こが さとこ,2087205,1940,,,,,,,,
female,倉原 彩果,くらもと あやか,2232241,,,,,,,,,
female,黒川 明子,くろかわ あきこ,2398521,,,,,,,,,
female,栗田 かおり,くりた かおり,2506711,,,,,,,,,
female,菊地 彩美,きくち あやみ,5173233,1979,,,,,,,,
female,花 音,すずみ かのん,5150447,1999,,,,,,,,
female,川島 琴里,かわしま ことり,5036574,,,,,,,,,
female,喜屋 武蓮,きゃん れん,5033757,,,,,,,,,
female,金子 沙希,かねこ さき,4757982,,,,,,,,,
female,柏木 椎名,かしわぎ しいな,4640394,,,,,,,,,
female,川上 ゆき,かわかみ ゆき,4521787,,,,,,,,,
female,黒田 こらん,くろだ こらん,5172752,1973,,,,,,,,
female,高 陽子,こう ようこ,5153240,1985,,,,,,,,
female,後藤 仁美,ごとう ひとみ,4549607,,,,,,,,,
female,小柳 有紀,こやなぎ ゆうき,4478326,,,,,,,,,
female,桐山 桂奈,きりやま けいな,4344537,,,,,,,,,
female,香月 彩里,こうづき さおり,4174806,,,,,,,,,
female,小高 えいぎ,こだか えいぎ,4150797,,,,,,,,,
female,小泉 かな,こいずみ かな,4003947,1994,,,,,,,,
female,葛目 恵美,くずめ えみ,3912099,,,,,,,,,
female,黒瀬 ゆい,くろせ ゆい,3890072,,,,,,,,,
female,今沙 栄子,こん さえこ,3736087,,,,,,,,,
female,小西 瑠美,こにし るみ,3566020,,,,,,,,,
female,霧島 八千代,きりしま やちよ,3559912,,,,,,,,,
female,鯉迫 ちほ,こいさこ ちほ,3460424,1985,,,,,,,,
female,彩月 つくし,さいづき つくし,3345293,,,,,,,,,
female,黒田 エミ,くろだ えみ,3306429,,,,,,,,,
female,久留里 かりん,くるり かりん,3046420,,,,,,,,,
female,小堀 幸,こぼり みゆき,2867423,,,,,,,,,
female,末永 遥,すえなが はるか,70302,1986,,,,,,,,
female,島田 歌穂,しまだ かほ,97679,1963,,,,,,,,
female,沙央 くらま,さおう くらま,522075,,,,,,,,,
female,斉藤 典子,さいとう のりこ,944111,,,,,,,,,
female,島村 千草,しまむら ちぐさ,994647,1976,,,,,,,,
female,清水 牧子,しみず まきこ,1058957,,,,,,,,,
female,神 亜子,しん あこ,1558977,,,,,,,,,
female,坂井 里会,さかい りえ,1809870,,,,,,,,,
female,椎名 友美,しいな ともみ,1822599,,,,,,,,,
female,斎藤 静江,さいとう しずえ,1835887,,,,,,,,,
female,白神 直子,しらかみ なおこ,2078172,,,,,,,,,
female,桜坂 美穂,さくらざか みほ,2138921,,,,,,,,,
female,坂部 紀子,さかべ のりこ,2159931,,,,,,,,,
female,佐倉 美咲,さくら みさき,2423848,,,,,,,,,
female,汐風 享子,しおかぜ りよこ,2568163,,,,,,,,,
female,菅原 佳子,すがわら けいこ,2650512,,,,,,,,,
female,冴月 里実,さゆづき さとみ,2728126,,,,,,,,,
female,白川 万紗子,しらかわ まさこ,2776261,,,,,,,,,
female,白井 美穂,しらい みほ,2781169,,,,,,,,,
female,黒崎 雅,くろさき みやび,2764017,,,,,,,,,
female,久保 梓,くぼ あずさ,2740217,,,,,,,,,
female,月影 瞳,つきかげ ひとみ,161029,,,,,,,,,
female,竹内 実生,たけうち みお,506658,1985,,,,,,,,
female,薛 宏美,せつ ひろみ,705736,,,,,,,,,
female,大 貴誠,だいき まこと,846559,,,,,,,,,
female,津川 祝子,つがわ しゅくこ,1288500,,,,,,,,,
female,高良 結香,たから ゆか,1417882,,,,,歌手、俳優,バージニア大学卒業,{{JPN}}・沖縄県那覇市,,
female,鈴木 みほ,すずき みほ,1794994,,,,,,,,,
female,瀬戸 かずや,せと かずや,2004192,,,,,,,,,
female,高山 かな,たかやま かな,2079587,,,,,,,,,
female,田中 美唯,たなか みゆ,2139027,,,,,,,,,
female,高山 友里,たかやま ゆり,2183067,,,,,,,,,
female,武本 真梨子,たけもと まりこ,2202241,,,,,,,,,
female,須部 浩美,すべ ひろみ,2262766,,,,,,,,,
female,田中 香子,たなか よしこ,2288678,,,,,,,,,
female,高田 真希,たかだ まき,2300749,,,,,,,,,
female,武田 絵利子,たけだ えりこ,2440966,,,,,,,,,
female,大徳 朋子,だいとく ともこ,2447398,,,,,,,,,
female,酒井 波湖,さかい はこ,5027561,1990,,,,,,,,
female,桜井 泉,さくらい いずみ,5016893,1971,,,,,,,,
female,城羽 結愛,しろばね ゆあ,4983127,,,,,,,,,
female,十三月 紅夜,じゅうさんがつ こうや,4840555,,,,,,,,,
female,佐藤 あかり,さとう あかり,4765177,1996,,,,,,,,
female,斉藤 まなか,さいとう まなか,4633241,,,,,,,,,
female,佐伯 明香,さえき あすか,4540031,,,,,,,,,
female,佐久間 友理,さくま ゆり,4531206,,,,,,,,,
female,田村 真央,たむら まお,5099542,1998,,,,,,,,
female,月森 世菜,つきもり せいな,4572296,,,,,,,,,
female,玉置 いづみ,たまおき いづみ,4525810,,,,,,,,,
female,田宮 緑子,たみや りこ,4453050,,,,,,,,,
female,谷 茜子,たに あかね,4397724,,,,,,,,,
female,高松 雪,たかまつ ゆき,4382234,,,,,,,,,
female,月森 楓,つきもり かえで,4146933,,,,,,,,,
female,竹田 朱里,たけだ あかり,4115197,,,,,,,,,
female,髙木 直子,たかぎ なおこ,4011125,,,,,,,,,
female,辻野 悦子,つじの えつこ,3998282,,,,,,,,,
female,谷 真里奈,たに まりな,3927645,,,,,,,{{JPN}}・千葉県,1月15日,
female,須永 ちえり,すなが ちえり,3912062,,,,,,,,,
female,関根 麻帆,せきね まほ,3910016,,,,,,,,,
female,千広 真弓,ちひろ まゆみ,3870868,,,,,,,,,
female,鈴木 結加里,すずき ゆかり,3721838,,,,,,,,,
female,小鳥遊 エリ,たかなし えり,3717121,,,,,,,,,
female,中条 智世,ちゅうじょう ともよ,3704161,,,,,,,,,
female,鈴木 美紗,すずき みさ,3665942,,,,,,,,,
female,高瀬 みゆき,たかせ みゆき,3546239,,,158cm,54kg,,,大阪府泉南郡岬町{{Cite news |title= 【アクトレスガールズ】高瀬みゆき デビュー直後に敗れたベテラン・堀田のひと言で開眼 |newspaper=東京スポーツ |date=2020-02-06 |url=https://www.tokyo-sports.co.jp/articles/-/180776 |accessdate=2023-09-09}},9月8日,
female,高尾 まみ,たかお まみ,3496419,,,,,,,,,
female,曽根 清美,そね きよみ,3006811,,,,,,,,,
female,瀧沢 千秋,たきざわ ちあき,2946650,,,,,,,,,
female,田村 美奈江,たむら みなえ,2874921,,,,,,,,,
female,立石 まゆみ,たていし まゆみ,2803486,1963,,,,,,,,
female,中島 千里,なかじま ちさと,132905,,,,,,,,,
female,夏川 みすず,なつかわ みすず,301595,,,,,,,,,
female,長尾 奈奈,ながお なな,411425,,,,,,,,,
female,長与 千種,ながよ ちぐさ,517129,1964,,167cm,71kg,,,長崎県大村市,{{生年月日と年齢|1964|12|8}},
female,七咲 友梨,ななさき ゆり,947291,,,,,写真家、俳優,,{{JPN}} 島根県益田市,,
female,富岡 香織,とみおか かおり,970154,,,,,,,,,
female,津村 朱実,つむら あけみ,1146500,,,,,,,,,
female,永作 美和,ながさく みわ,1251788,,,,,,,,,
female,仲根 紗央莉,なかね さおり,1263036,1993,,,,,,,,
female,中田 絢千,なかた あやか,1482186,1993,,,,,,,,
female,富沢 恵莉,とみざわ えり,1614955,,,,,,,,,
female,七海 ひろき,ななみ ひろき,1723313,,,,,,,,,
female,津本 陽日,つもと はるひ,1898627,,,,,,,,,
female,中野 今日子,なかの きょうこ,1974828,1959,,,,,,,,
female,夏 亜矢子,なつ あやこ,2049924,,,,,,,,,
