birth_date,birth_place,birth_year,blood_type,drop,education,extract,height,hiragana,infobox,kanji,nationality,occupation,pageid,sex,title,weight
{{生年月日と年齢|1977|9|6}}{{Cite web|和書|url=https://columbia.jp/hikawa/prof.html|title=氷川きよし - プロフィール|publisher=日本コロムビア|accessdate=2022-01-22|archiveurl=https://web.archive.org/web/20220122035204/https://columbia.jp/hikawa/prof.html|archivedate=2022-01-22}},{{JPN}} 福岡県福岡市南区{{Cite web|和書|url=https://dictionary.goo.ne.jp/word/person/氷川きよし/|title=氷川きよし(ひかわきよし)の解説|work=goo人名事典|publisher=NTTレゾナント|accessdate=2022-01-22|archiveurl=https://web.archive.org/web/20220122035946/https://dictionary.goo.ne.jp/word/person/氷川きよし/|archivedate=2022-01-22}},1977,,False,福岡第一商業高等学校卒業{{Cite web|和書|url=https://www.kinokuniya.co.jp/f/dsg-01-9784901226769|title=きよしへ / 本間 繁義【著】|publisher=紀伊國屋書店|accessdate=2022-01-22|archiveurl=https://web.archive.org/web/20220122040319/https://www.kinokuniya.co.jp/f/dsg-01-9784901226769|archivedate=2022-01-22}},-1,,ひかわ きよし,-1,氷川きよし,,歌手,102867,male,氷川きよし,
,,1940,,False,,-1,,はらだ よしお,-1,原田芳雄,,,104684,male,原田芳雄,
{{生年月日と年齢|1944|2|28|no}},{{Flagicon|JPN}} 大阪府大阪市西成区山王,1944,A型{{Cite web|和書|url=https://www.stv.jp/radio/personality/hidaka_goro/index.html|title=日高 晤郎 ｜ パーソナリティ ｜ STVラジオ|accessdate=2024-05-12|archiveurl=https://web.archive.org/web/20171206132312/https://www.stv.jp/radio/personality/hidaka_goro/index.html|archivedate=2017-12-06}},False,,-1,,ひだか ごろう,-1,日高晤郎,,,113042,male,日高晤郎,
{{生年月日と年齢|1961|1|23}},静岡県静岡市清水区 (旧：蒲原町),1961,,False,,-1,176,ひろせ てつろう,-1,広瀬哲朗,{{JPN}},,118500,male,広瀬哲朗,79
{{生年月日と年齢|1964|12|27}},{{JPN}} 福岡県久留米市,1964,A型,False,私立九州産業高等学校（現在の九州産業大学付属九州産業高等学校）卒業。,-1,,ふじい なおゆき,-1,藤井尚之,,{{hlist-comma|音楽家|俳優|歌手|作曲家}},160470,male,藤井尚之,
,,1951,,False,,-1,,はらだ のぶろう,-1,原田伸郎,,,179228,male,原田伸郎,
{{生年月日と年齢|1941|6|13}},新潟県豊栄市,1941,,False,,-1,,ひとふし たろう,-1,一節太郎,,歌手,313587,male,一節太郎,
,,1949,,False,,-1,,ひの しょうへい,-1,火野正平,,,375250,male,火野正平,
,,1894,,False,,-1,,ひだり ぼくぜん,-1,左卜全,,,377032,male,左卜全,
,,1937,,False,,-1,,ひだり とんぺい,-1,左とん平,,,433491,male,左とん平,
,,1987,,False,,-1,,ふじがや たいすけ,-1,藤ヶ谷太輔,,,754798,male,藤ヶ谷太輔,
,,1961,,False,,-1,,ひびの あきら,-1,日比野玲,,,824772,male,日比野玲,
{{Birth date and age|1968|1|22}},{{JPN}} 大阪府,1968,,False,,-1,,はんの よしひろ,-1,半野喜弘,,作曲家、編曲家,1045370,male,半野喜弘,
,,1990,,False,,-1,,さの みく,-1,佐野光来,,,200418,female,佐野光来,
,,1968,,False,,-1,,さの りょうこ,-1,佐野量子,,,366344,female,佐野量子,
{{生年月日と年齢|1961|12|18}},{{JPN}} 愛知県名古屋市,1961,A型,False,,-1,,さわだ ふみこ,-1,沢田富美子,,,807153,female,沢田富美子,
,,1983,,False,,-1,,さわむら ゆり,-1,沢村ユリ,,,837523,female,沢村ユリ,
,,1975,,False,,-1,,さとなか ちゃみ,-1,里中茶美,,,842736,female,里中茶美,
,,1803,,False,,-1,,おおぎまち なおこ,-1,正親町雅子,,,926036,female,正親町雅子,
{{生年月日と年齢|1967|12|24}},{{JPN}} 北海道札幌市,1967,,False,,-1,,さとう ゆり,-1,佐東由梨,,歌手,1084462,female,佐東由梨,
,,1981,,False,,-1,,さとう ゆりな,-1,佐藤ゆりな,,,1089412,female,佐藤ゆりな,
,,1965,,False,,-1,,さわむら みなこ,-1,沢村美奈子,,,1133321,female,沢村美奈子,
,,1780,,False,,-1,,かじゅうじ ただこ,-1,勧修寺婧子,,,1260845,female,勧修寺婧子,
{{生年月日と年齢|1995|6|8}}{{Cite web | archiveurl=https://web.archive.org/web/20201217224646/http://www.upupgirlskakkokari.com/contents/profile/saho_akari.php | archivedate=2020-12-17 | url=http://www.upupgirlskakkokari.com/contents/profile/saho_akari.php | title=Profile 佐保 明梨 | work=アップアップガールズ(仮) 公式サイト | accessdate=2021-01-01}}D・GIRLS 〜ソーシャルメディアの踊り手たち〜 72頁,{{JPN}} 東京都,1995,AB型{{Cite web|和書| author=佐保明梨 | date=2011-06-21 | url=https://ameblo.jp/upfront-girls/entry-10930595338.html | title=すごいぞっ★明梨 | work=アップフロントガールズ（仮）オフィシャルブログ | accessdate=2011-07-01}},False,,-1,,さほ あかり,-1,佐保明梨,,歌手,1364550,female,佐保明梨,
,,1816,,False,,-1,,いちょう かつこ,-1,鴨脚克子,,,1482811,female,鴨脚克子,
,,1624,,False,,-1,,その くにこ,-1,園国子,,,1555726,female,園国子,
,,1602,,False,,-1,,その みつこ,-1,園光子,,,1555860,female,園光子,
,,1788,,False,,-1,,かしゅうじ なりこ,-1,勧修寺徳子,,,1646160,female,勧修寺徳子,
,,1717,,False,,-1,,あねがこうじ さだこ,-1,姉小路定子,,,1794838,female,姉小路定子,
,,1990,,False,,-1,,さんぺい えりあ,-1,三幣恵理愛,,,2012545,female,三幣恵理愛,
,,1986,,False,,-1,,さわだ あやみ,-1,沢田彩実,,,2225716,female,沢田彩実,
,,1850,,False,,-1,,いずみてい まきこ,-1,泉萬喜子,,,2252059,female,泉萬喜子,
{{生年月日と年齢|1998|5|28}},{{JPN}} 広島県東広島市{{Cite web|和書|url=https://tv.rcc.jp/higashihiroshima/120513.htm | title=ひとくふう発見伝 元就。東広島外伝 |publisher=RCCテレビ |accessdate=2012-05-11}}、2012年5月13日放送。,1998,AB型,False,,-1,,さやし りほ,-1,鞘師里保,,歌手,2267485,female,鞘師里保,
1956年,{{JPN}}京都府,1956,,False,京都市立洛陽工業高等学校電子科卒業,-1,,やまもと ひろし,-1,山本弘,{{JPN}},SF作家,15175,male,山本弘 (作家),
{{生年月日と年齢|1930|10|15|死去}},{{JPN}}・山形県鶴岡市,1930,,False,上智大学ミュンスター大学（ヴェストファーレン・ヴィルヘルム大学）大学院,-1,,わたなべ しょういち,-1,渡部昇一,,評論家英語学者,52186,male,渡部昇一,
{{生年月日と年齢|1967|8|11}}[https://www.ohtapro.co.jp/talent/matsumurakunihiro.html 松村邦洋 太田プロダクション],{{JPN}}・山口県熊毛郡田布施町[https://web.archive.org/web/20150924081354/http://www.pref.yamaguchi.lg.jp/gyosei/koho/portal/fanclub/interview/interview_17.html 山口県/広報広聴課/インタビュー「山口ゆかりの人々」第6回松村邦洋さん]（2013年2月14日掲載）,1967,A型,False,,-1,164 cm,まつむら くにひろ,-1,松村邦洋,,,67055,male,松村邦洋,
{{生年月日と年齢|1970|09|03}},東京都,1970,,False,東京デザイナー学院,-1,,よしだ ごう,-1,吉田豪,{{JPN}},,88882,male,吉田豪,
,,1915,,False,,-1,,よこい しょういち,-1,横井庄一,,,123180,male,横井庄一,
{{生年月日と年齢|1981|12|8}},熊本県熊本市中央区,1981,,False,,-1,181,まはら たかひろ,-1,馬原孝浩,{{JPN}},,181324,male,馬原孝浩,80
{{生年月日と年齢|1952|05|10}},{{JPN}} 山梨県,1952,,False,聖マリアンナ医科大学,-1,,よねやま きみひろ,-1,米山公啓,,医師、作家,303357,male,米山公啓,
,,1941,,False,,-1,,よしかわ せいいち,-1,吉川精一,,,348770,male,吉川精一,
{{生年月日と年齢|1962|10|4}},福岡県,1962,,False,,-1,,わたなべ こうじ,-1,渡辺浩弐,,小説家ゲームクリエイター漫画原作者,372414,male,渡辺浩弐,
,,1951,,False,,-1,,やわた かずお,-1,八幡和郎,,,1103083,male,八幡和郎,
,,1966,,False,,-1,,よねかわ のぶお,-1,米川伸生,,,1142573,male,米川伸生,
{{生年月日と年齢|1946|5|15}}{{Cite news|title=美川憲一の年齢詐称発覚 実は73歳だった|publisher=デイリー新潮|date=2018-03-26|url=https://www.dailyshincho.jp/article/2018/03260559/|accessdate=2018-03-26}},{{JPN}} 長野県諏訪市,1946,A型,False,港区立愛宕中学校卒業正則高等学校中退,-1,,みかわ けんいち,-1,美川憲一,,歌手,1315242,male,美川憲一,
,,1948,,False,,-1,,よしかわ うしお,-1,吉川潮,,,1360006,male,吉川潮,
,,1984,,False,,-1,,みずしま ヒロ,-1,水嶋ヒロ,,,1750596,male,水嶋ヒロ,
,,1986,,False,,-1,,まつもと こういちろう,-1,松本晃市郎,,,1752778,male,松本晃市郎,
,,1934,,False,,-1,,よしの じゅん,-1,吉野準,,,2002104,male,吉野準,
,,1892,,False,,-1,,やりた けんいち,-1,鑓田研一,,,2069218,male,鑓田研一,
,,1937,,False,,-1,,うつみ けんじ,-1,内海賢二,,,3225,male,内海賢二,
{{生年月日と年齢|1981|9|25}},東京都葛飾区,1981,O型,False,,-1,174 cm,うちやま しんじ,-1,内山信二,,,75819,male,内山信二,
{{生年月日と年齢|1958|12|05}}{{Sfn|kb}},"{{JPN}}・東京都{{R|""知るぽると_2015""}}渋谷区{{R|COMWARE2019}}",1958,,False,"上智大学文学部{{R|""知るぽると_2015""|zakzak_20070609}}新聞学科",-1,,やまだ ごろう,-1,山田五郎,,"評論家、編集者{{Efn2|group=""注""|name=""職業""|評論家と編集者のどちらを先に表記するかは資料によって異なるが（例えば母校である上智大学は編集者が先{{R|""上智読売_sophia""}}）、ここでは本人の意向が届きやすい発信源と考えられるYouTubeチャンネル{{Cite web |和書 |title=山田五郎 オトナの教養講座 チャンネル概要欄 |url=https://www.youtube.com/channel/UCq1r8Nq3nwI9VhvyiwcpF2w/about |website=YouTube |accessdate=2024-11-22}}に準拠して評論家を先に記載する。}}、タレント、コラムニスト、YouTuber",85301,male,山田五郎,
{{生年月日と年齢|1971|12|23}},{{JPN}} 滋賀県草津市,1971,,False,山口県立防府西高等学校卒業,-1,,やまざき まさよし,-1,山崎まさよし,,{{hlist-comma|シンガーソングライター|俳優}},135461,male,山崎まさよし,
,,1931,,False,,-1,,うつい けん,-1,宇津井健,,,166893,male,宇津井健,
,,1976,,False,,-1,,やまだ しんや,-1,山田真哉,,,320678,male,山田真哉,
,,1965,,False,,-1,,うにすが まこと,-1,宇仁菅真,,,344265,male,宇仁菅真,
,,1924,,False,,-1,,うちだ りょうへい,-1,内田良平,,,361400,male,内田良平 (俳優),
,,1986,,False,,-1,,うちやま まさと,-1,内山眞人,,,446358,male,内山眞人,
,,1970,,False,,-1,,やまもと よしひさ,-1,山本宜久,,,456856,male,山本宜久,
,,1976,,False,,-1,,やまもと けんいち,-1,山本喧一,,,464967,male,山本喧一,
,,1990,,False,,-1,,うちやま こうき,-1,内山昂輝,,,492627,male,内山昂輝,
,,1988,,False,,-1,,やまもと ゆうすけ,-1,山本裕典,,,554943,male,山本裕典,
,,1977,,False,,-1,,うちの のりゆき,-1,内埜則之,,,566973,male,内埜則之,
,,1985,,False,,-1,,うちの けんた,-1,内野謙太,,,593875,male,内野謙太,
,,1969,,False,,-1,,やまもと よしのり,-1,山本義徳,,,614037,male,山本義徳,
,,1965,,False,,-1,,うつみ としひこ,-1,内海敏彦,,,836200,male,内海敏彦,
{{生年月日と年齢|1965|10|22}},{{JPN}}・兵庫県加古郡播磨町,1965,,False,兵庫県立東播磨高等学校,-1,175cm,やまだ かつみ,-1,山田勝己,{{JPN}},実業家（鉄工所社長） YouTuber,859578,male,山田勝己,75kg
,,1912,,False,,-1,,うながみ ひでお,-1,海上日出男,,,915938,male,海上日出男,
{{生年月日と年齢|1978|9|5}},群馬県邑楽郡邑楽町,1978,A型,False,,-1,177 cm,やまもと ひろし,-1,山本博,,,1055866,male,山本博 (お笑い芸人),
,,1986,,False,,-1,,おき じゅりあ,-1,沖樹莉亜,,,91756,female,沖樹莉亜,
,,1985,,False,,-1,,こいで ゆか,-1,小出由華,,,210066,female,小出由華,
,,1989,,False,,-1,,おかもと なつき,-1,岡本奈月,,,476618,female,岡本奈月,
,,1982,,False,,-1,,こいずみ エリ,-1,小泉エリ,,,491357,female,小泉エリ,
,,1982,,False,,-1,,おくだ じゅんこ,-1,奥田順子,,,500514,female,奥田順子,
,,1990,,False,,-1,,おざき あやか,-1,尾崎彩香,,,541481,female,尾崎彩香,
,,1973,,False,,-1,,こうが みずほ,-1,甲賀瑞穂,,,646113,female,甲賀瑞穂,
,,1994,,False,,-1,,くろだ みずき,-1,黒田瑞貴,,,996960,female,黒田瑞貴,
,,1987,,False,,-1,,おぐち ももこ,-1,小口桃禾,,,999075,female,小口桃禾,
,,1988,,False,,-1,,おぐち ひとみ,-1,小口ひとみ,,,1259250,female,小口ひとみ,
,,1992,,False,,-1,,おかもと あずさ,-1,岡本あずさ,,,1356019,female,岡本あずさ,
,,1996,,False,,-1,,おがわ ちなみ,-1,小川千菜美,,,1433906,female,小川千菜美,
1952年4月3日,{{Flagicon|Japan}}日本・兵庫県尼崎市,1952,,False,大阪芸術大学芸術学部放送学科{{sfn|中島|2007|pp=252-267}},-1,,なかじま らも,-1,中島らも,{{JPN}},小説家、劇作家、随筆家ミュージシャン、俳優,46891,male,中島らも,
,,1976,,False,,-1,,ながしま くにひで,-1,長島邦英,,,417009,male,長島邦英,
,,1977,,False,,-1,,おかだ ますみ,-1,岡田真寿美,,,682585,female,岡田真寿美,
,,1980,,False,,-1,,おおば じゅんこ,-1,大場純子,,,1025675,female,大場純子,
,,1985,,False,,-1,,おがた さちこ,-1,尾形幸子,,,1211049,female,尾形幸子,
,,1995,,False,,-1,,おおもり なるみ,-1,大森なるみ,,,1403004,female,大森なるみ,
,,1985,,False,,-1,,おおもり みち,-1,大森美知,,,1477277,female,大森美知,
,,1995,,False,,-1,,おかべ まこ,-1,岡部真子,,,1559663,female,岡部真子,
,,1993,,False,,-1,,おおの みく,-1,大野未来,,,1772357,female,大野未来,
,,,,False,,-1,,なかがわ ゆずる,-1,中川譲,,,1805571,male,中川譲,
{{生年月日と年齢|1958|9|13}}{{Harvnb|志田|2010|loc=p.18}},{{JPN}} 北海道旭川市神居町,1958,,False,,-1,,たまき こうじ,-1,玉置浩二,,{{Hlist-comma|シンガーソングライター|俳優}},13408,male,玉置浩二,
{{生年月日と年齢|1963|9|17}},アメリカ合衆国ワシントン州シアトル生まれ東京都（渋谷区、三鷹市）育ち,1963,,False,,-1,186cm,ちょうの まさひろ,-1,蝶野正洋,,,38741,male,蝶野正洋,108kg（全盛期）
{{生年月日と年齢|1975|4|16}},京都府京都市左京区,1975,A型,False,,-1,178 cm,とくい よしみ,-1,徳井義実,,,74089,male,徳井義実,
,,1936,,False,,-1,,どくまむし さんだゆう,-1,毒蝮三太夫,,,74573,male,毒蝮三太夫,
{{生年月日と年齢|1956|1|30}},{{JPN}} 長野県小県郡滋野村,1956,,False,,-1,,つちや けいいち,-1,土屋圭市,,レーシングドライバー実業家,105482,male,土屋圭市,
{{生年月日と年齢|1951|12|3}},山口県徳山市（現：周南市）,1951,,False,,-1,184cm,ちょうしゅう りき,-1,長州力,,,149777,male,長州力,120kg
,,1969,,False,,-1,,たむら きよし,-1,田村潔司,,,195218,male,田村潔司,
{{生年月日と年齢|1971|11|25}},大阪府泉南郡阪南町（現・阪南市）,1971,A型,False,,-1,168 cm,つかじ むが,-1,塚地武雅,,,205671,male,塚地武雅,
{{生年月日と年齢|1975|10|24}},{{JPN}}・千葉県東葛飾郡沼南町（現柏市）,,B型,False,,-1,184cm,ちば こうへい,-1,千葉公平,,,209657,male,千葉公平,
{{生年月日と年齢|1977|9|9}}[{{吉本プロフィール|44}} 吉本興業 インパルスプロフィール],{{JPN}}・神奈川県横浜市神奈川区{{Cite news |title=ランニング姿で駆け地元愛表現、インパルス堤下敦さん出演しCMコンペ出品へ撮影/神奈川 |newspaper=カナロコ |publisher=神奈川新聞 |date=2011-2-25 |url=https://www.kanaloco.jp/article/entry-84406.html |accessdate=2019-9-26|archiveurl=https://web.archive.org/web/20190926133012/https://www.kanaloco.jp/article/entry-84406.html|archivedate=2019-09-26}},1977,B型（Rh-）,False,,-1,174 cm,つつみした あつし,-1,堤下敦,,,260221,male,堤下敦,
,,1960,,False,,-1,,とかしき かつお,-1,渡嘉敷勝男,,,315738,male,渡嘉敷勝男,
{{生年月日と年齢|1982|11|22}},{{JPN}}・宮城県仙台市{{cite web|url=http://g-glamour.com/kiyo/?page_id=33|title=Biography|publisher=KI-YO / Official Website|accessdate=2017-05-14}}{{cite web|url=http://outinjapan.com/ki-yo_kiyotaka/|title=Ki-Yo / 清貴|work=あなたの輝く姿が、つぎの誰かの勇気となる。/ OUT IN JAPAN|accessdate=2017-05-14}},1982,,False,宮城県仙台第二高等学校{{Facebook post|55sendainikozaikyodousoukai|836205459770802}} - {{accessdate|2017-05-14}}{{Cite web|和書|url=http://www.sendainiko.com/kiyotaka.html|title=清貴コーナー|accessdate=2017-05-14|publisher=仙台二高同窓会}}{{cite news|url=http://www.kahoku.co.jp/news/2011/10/20111020t15027.htm|url-status=dead|publisher=河北新報|accessdate=2017-05-14|archiveurl=https://web.archive.org/web/20111020140901/http://www.kahoku.co.jp/news/2011/10/20111020t15027.htm|archivedate=2011-10-20|title=「岡田の風」奏でる明日 仙台出身・清貴さん作曲|date=2011-10-20}},-1,,てんどう きよたか,-1,天道清貴,,シンガーソングライター,341678,male,天道清貴,
{{生年月日と年齢|1973|11|15}},{{JPN}}・長野県上田市,1973,,False,早稲田大学社会科学部卒業,-1,,つだ だいすけ,-1,津田大介,{{JPN}},YouTuber政治・社会活動家,734457,male,津田大介,
{{生年月日と年齢|1920|11|3|死去}},{{JPN}}群馬県高崎市,1920,,False,高崎中学、東京高等師範学校、フラー神学校,-1,,はとり あきら,-1,羽鳥明,{{JPN}},大衆伝道者・巡回伝道者・ラジオ牧師・神学校教師,889880,male,羽鳥明,
{{生年月日と年齢|1982|1|18}},大阪府大阪市,1982,,False,,-1,180,つかもと こうじ,-1,塚本浩二,{{JPN}},,1160072,male,塚本浩二,81
,,1963,,False,,-1,,はちす あつし,-1,蜂巣敦,,,1234698,male,蜂巣敦,
,,,,False,,-1,,さがら はるこ,-1,相楽晴子,,,170552,female,相楽晴子,
,,1987,,False,,-1,,かんざき しおり,-1,神崎詩織,,,358353,female,神崎詩織,
,,1955,,False,,-1,,さかぐち りょうこ,-1,坂口良子,,,379525,female,坂口良子,
,,1978,,False,,-1,,きぐち みわこ,-1,木口美和子,,,557394,female,木口美和子,
,,1980,,False,,-1,,さがら のりこ,-1,相楽のりこ,,,573064,female,相楽のりこ,
