,infobox
570,"{'name': '飯窪 春菜', 'background': 'singer', 'birth_name': '飯窪 春菜', 'nickname': ""はるなん{{Cite web|和書|url=http://www.helloproject.com/morningmusume/profile/haruna_iikubo/ |title=モーニング娘。'18 飯窪春菜プロフィール |work=ハロー!プロジェクト オフィシャルサイト |accessdate=2018-12-16 |archiveurl=https://web.archive.org/web/20181216210857/http://www.helloproject.com/morningmusume/profile/haruna_iikubo/ |archivedate=2018-12-16 |url-status=dead|url-status-date=2018-12}}{{Cite web|和書|url=http://www.helloproject.com/news/1109301500_musume.html |title=モーニング娘。10期メンバー 決定! |date=2011-09-30 |accessdate=2011-10-01 |work=ハロー!プロジェクト オフィシャルサイト|archiveurl=https://web.archive.org/web/20111001005919/http://www.helloproject.com/news/1109301500_musume.html|archivedate=2011-10-01 }}"", 'born': '{{生年月日と年齢|1994|11|7}}{{Cite web |url=https://www.just-pro.jp/talent/actor/iikubo_haruna/#page-profile |title=PROFILE |work=飯窪春菜オフィシャルWEBサイト |accessdate=2023-01-01}}', 'blood': 'O型', 'origin': '{{JPN1947}} 東京都八王子市{{Cite web|和書| url=https://ameblo.jp/morningmusume-10ki/entry-12361097821.html | title=#春ツアー！ #八王子 飯窪春菜 | work=モーニング娘。‘18 天気組オフィシャルブログ | date=2018-03-17 | accessdate=2018-03-31}}', 'genre': 'J-POP', 'occupation': '歌手女優ファッション', 'years_active': '2009年 -', 'label': 'zetima（2012年 - 2018年）UP-FRONT WORKS（2012年 - ）', 'production': 'ハーツエージェント（2009年）フォスター（2009年 - 2011年）アップフロントプロモーション（2011年 - 2018年）ジャストプロ（2018年12月 - ）ジェイピィールーム（2019年 - 2022年）アップフロントクリエイト（2023年 - ）', 'associated_acts': 'モーニング娘。（2011年 - 2018年）', 'family': '日菜といろ（妹）{{Cite web|url=https://battle-news.com/?p=116034|title=【インタビュー】「強い女、憧れますねぇ」明石家さんまも気にする元モー娘。妹のプロレスデビュー！8月のデビューに向けた本人の今の思いとは|accessdate=2024-05-28|publisher=バトルニュース}}', 'url': '[https://www.just-pro.jp/talent/actor/iikubo_haruna/ 飯窪春菜オフィシャルWEBサイト] - JUST PRO', 'img': '161006 AMN 빅 콘서트 - 마키노 마리아 모닝구무스메 메들리 직캠 (Haruna Iikubo) by DaftTaengk 2m15s.jpg'}"
1182,"{'名前': '坂東香菜子', '分類': '女流', '棋士番号': '27', '生年月日': '{{生年月日と年齢|1986|3|31}}', 'プロ年度': '{{年月日|year=2001|month=10|day=1}}（{{年数|1986|3|31|2001|10|1}}歳）', '引退年度': '{{年月日|year=2014|month=3|day=31}}（{{年数|1986|3|31|2014|3|31}}歳）', '出身地': '大阪府{{Cite web|和書|url=http://bankana.cocolog-nifty.com/about.html|title=坂東 香菜子 プロフィール|accessdate=2018-03-10}}', '所属': '関東', '師匠': '飯野健二八段', '段位': '女流初段', '作成日時': '2015年2月11日'}"
68,"{'name': 'アーマーガールズ', 'img_size': '200', 'background': 'group', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2013年12月31日 -', 'production': 'アリスプロジェクト', 'url': '[https://web.archive.org/web/20131218013135/https://www.alice-project.biz/armorgirls アーマーガールズ Official Web Site]', 'current_members': '月野もあ桜矢穏空蒼井乃々愛'}"
1240,"{'氏名': '神藤 多喜子', 'ふりがな': 'しんどう たきこ', '生年月日': '1954年', '国籍': '{{JPN}}', '職業': '助産師', '活動拠点': '東京都{{Cite web|和書|date=2008-05-11 |url=https://plaza.rakuten.co.jp/gaiawind/diary/200805110001/ |title=ガイアの風 5月11日 パート2 今、女性に気づいてほしいこと |work=ガイアの風FMKITAQ |publisher=楽天ブログ |accessdate=2011-04-14}}'}"
862,"{'名前': '栗尾', '芸風': 'コント', '事務所': 'アマチュア', '活動時期': '2010年 -', '本名': '栗尾 真理（くりお まり）', '生年月日': '{{生年月日と年齢|1971|12|21}}', '出身地': '{{JPN}} 兵庫県', '受賞歴': '2015年 ボルケーノ茨木２０１５ 優勝2019年 NEYAGAWA★エンタカップ Vol.1 お笑いの部 優勝2021年第10回 関西演芸しゃべくり話芸大賞  奨励賞2022年 Q-1グランプリ 優勝'}"
1130,"{'name': '晝田瑞希', 'channel_url': 'UCZsn_UDV12HrT5s7_nz-PwQ', 'channel_display_name': 'ヒルタナンデス! /晝田瑞希 MizukiHiruta', 'years_active': '2022年4月2日 -', 'subscribers': '1700人', 'views': '約8万回', 'stats_update': '2025年3月19日'}"
261,"{'氏名': '坂本 真琴', 'ふりがな': 'さかもと まこと', '画像': 'Photo-Book-of-Fusae-Ichikawa-11.jpg', '画像サイズ': '180px', '画像説明': '{{small|1931年2月4日撮影}}', '生年月日': '1889年5月7日', '生誕地': '静岡県田方郡三島町（現・三島市）', '没年月日': '{{死亡年月日と没年齢|1889|5|7|1954|7|15}}', '国籍': '{{JPN}}', '職業': '婦人運動家、評論家', '出身校': '共立女学校', '家族': '高田敏子（妹）'}"
910,"{'名前': '旭堂 南鈴', '別名義': '鈴木 富有子', '生年月日': '1974年12月19日', '国籍': '{{JPN}}', '出身地': '{{Flagicon|JPN}} 大阪府', '言語': '日本語', '最終学歴': '帝塚山大学短期大学部', '師匠': '四代目・旭堂南陵', 'コンビ名': 'ミスマッチ', '事務所': 'MC企画大阪講談協会', '活動時期': '2010年 -', '公式サイト': '[https://www.osaka-kodankyoukai.com/nanrei/ プロフィール]'}"
237,"{'name': '荒井さち重・さっち〜', 'background': 'singer', 'birth_name': '荒井祥恵（あらいさちえ）', 'alias': 'おひつじ座', 'born': '4月2日', 'blood': 'O型', 'school_background': '麹町学園女子高等学校 東横学園女子短期大学 京都芸術大学通信教育部', 'origin': '{{flagicon|JPN}} 千葉県市川市', 'genre': 'J-POP、 昭和歌謡', 'occupation': 'シンガーソングライター  昭和歌謡歌手', 'years_active': '2000年 -', 'label': 'happy record（2005年 - 2007年） Sacciy Factory（2008年 - ）', '1': 'Official web site]'}"
208,"{'name': '小野 アンナ', 'img': 'Anna Dmitrievna Bubnova-Ono (1890-1979).jpg', 'img_capt': '日本時代(小野アンナ記念会 アルバムより)', 'background': 'classic', 'born': '{{生年月日|1890|3|14}}{{RUS1883}}・サンクトペテルブルク', 'birth_name': 'Анна Дмитриевна Бубнова', 'school_background': 'ペテルブルク音楽院', 'died': '{{死亡年月日と没年齢|1890|3|14|1979|5|8}}{{GESSR}}・スフミ', 'instrument': 'ヴァイオリン', 'genre': 'クラシック音楽', 'occupation': 'ヴァイオリニスト、音楽教育者'}"
1250,"{'名前': '千葉涼子', '旧姓': '碓井', '分類': '女流', '棋士番号': '17', '生年月日': '{{生年月日と年齢|1980|4|21}}', 'プロ年度': '1994年10月1日（14歳）', '出身地': '富山県中新川郡上市町', '所属': '関東', '師匠': '桜井昇八段', '段位': '女流四段', 'タイトル合計': '2期女流王将2期', '優勝回数': '1回', '作成日時': '2010年3月22日'}"
1114,"{'氏名': '吉野 美奈子', 'ふりがな': 'Minako Yoshino', '画像': 'Minako Yoshino at Holocaust Memorial Dedication, Englewood Synagogue in NJ, USA.jpg', '画像サイズ': '270px', '画像説明': '米国ホロコーストメモリアル彫刻除幕式にて（2018年）', '生年月日': '11月1日', '生誕地': '富山県富山市', '国籍': '{{JPN}}', '職業': '芸術家・彫刻家・画家', 'url': '[https://ja.minakoyoshino.com/ minakoyoshino.com]', '教育': 'ハーバード大学アート・スチューデンツ・リーグ武蔵野美術大学', '代表作': '『Lovers - 恋人たち』『ホロコースト記念庭園』', '影響を受けたもの': 'アメリカ同時多発テロミケランジェロ斎藤誠治', '著名な実績': '彫刻・絵画パブリックアート'}"
1380,"{'名前': '礒谷真帆', '分類': 'LPSA', '棋士番号': '21', '生年月日': '{{生年月日と年齢|2002|3|22}}', 'プロ年度': '{{年月日|year=2018|month=11|day=1}}（{{年数|2002|3|22|2018|11|1}}歳）', '出身地': '千葉県習志野市', '師匠': '所司和晴七段', '段位': '女流初段', '作成日時': '2018年11月20日'}"
117,"{'name': 'あべ 静江', 'background': 'singer', 'birth_name': '阿部 静江（あべ しずえ）', 'blood': 'A型', 'school_background': '東海学園女子短期大学', 'born': '{{生年月日と年齢|1951|11|28}}', 'origin': '{{JPN}}・三重県松阪市中町', 'genre': '歌謡曲', 'occupation': '歌手、女優', 'years_active': '1973年 -', 'label': 'キャニオン・レコードCBSソニー'}"
838,"{'名前': 'きーぽん', 'ニックネーム': 'ぽんきー、きーちゃん{{Cite web|和書|url=https://ameblo.jp/djkeepon/entry-11712090609.html|title=更新されていた|publisher=きーぽんオフィシャルブログ|date=2013-11-25|accessdate=2015-03-08}}、すっぴんオバケ{{Cite web|和書|url=https://ameblo.jp/kakefusan/entry-10565646444.html|title=他人の家に行くのが好き|publisher=ダークホース山出(山ちゃん)の縫い目の数だけ出逢いがある|date=2010-06-17|accessdate=2015-03-08}}', '生年月日': '1976年9月18日', '出身地': '栃木県上都賀郡粟野町（現・鹿沼市）', '芸風': 'コント、物真似', '事務所': 'サンミュージックプロダクション', '現在の代表番組': 'エンタの天使エンタの神様', '過去の代表番組': '新春ゴールデンピンクカーペット', '配偶者': '既婚', '公式サイト': ""[https://ameblo.jp/djkeepon/ オフィシャルブログ『Keep on Lovin' you』]""}"
885,"{'名前': '近藤 宏子', '生年月日': '{{生年月日と年齢|1960|1|29}}{{Cite book|和書|title=全裁判官経歴総覧 第三版［第一分冊］ 期別異動一覧編|publisher=公人社|date=1998-04-01|editor=日本民主法律家協会司法制度委員会|edition=第3版第1刷発行|isbn=978-4906430581|page=222}} - （1987年12月10日・第1版第1刷発行 / 1990年12月10日・第2版第1刷発行）', '出生地': '東京都', '国籍': '{{JPN}}', '出身校': '慶應義塾大学法学部', '役職名': '札幌高等裁判所長官', '就任日': '2023年8月17日', '退任日': '現職', '役職名2': '東京高等裁判所部総括判事', '就任日2': '2020年1月31日', '退任日2': '2023年8月', '役職名3': '静岡家庭裁判所所長', '就任日3': '2018年1月24日', '退任日3': '2020年1月（東京高等裁判所へ異動）', '後任者3': '石井浩{{Cite web|和書|url=https://www.courts.go.jp/shizuoka/about/syotyo2/index.html|title=静岡家庭裁判所長|publisher=最高裁判所|website=裁判所ホームページ|language=ja|accessdate=2020-11-25|archivedate=2020-11-25|archiveurl=https://web.archive.org/web/20201125131158/https://www.courts.go.jp/shizuoka/about/syotyo2/index.html}}'}"
1293,"{'氏名': '岩石 ひで子', 'ふりがな': 'いわいし ひでこ', '生年月日': '1949年', '生誕地': '兵庫県神戸市', '国籍': '{{JPN}}', '民族': '日本人', '出身校': '大阪教育大学', '職業': 'カウンセラー', '著名な実績': '文部省の「全国心の緊急会議」、阪神・淡路大震災「ケース」の実践発表', '影響を受けたもの': '河合隼雄「箱庭療法」', 'テレビ番組': 'NHK「クローズアップ現代', '公式サイト': 'http://counseling-megumi.com'}"
1175,"{'name': '楠本 イネ', 'image': 'Ine Kusumoto.jpg', 'image_width': '250px', 'birth_date': '文政10年5月6日（1827年5月31日）', 'birth_place': '長崎銅座町（現 長崎市銅座町）', 'death_date': '明治36年（1903年）8月26日（{{没年齢|1827|5|31|1903|8|26}}）', 'death_place': '東京市麻布区（現 東京都港区）', 'specialism': '産科医', 'years_active': '1871年 - 1889年', 'relations': '父：フィリップ・フランツ・フォン・シーボルト母：楠本滝（お滝）娘：楠本高子異母弟：ハインリヒ・フォン・シーボルト異母弟：アレクサンダー・フォン・シーボルト'}"
252,"{'name': '小口 みち子', 'birth_name': '寺本 みち子', 'pseudonym': '小口 美留藻', 'birth_date': '1883年2月8日', 'birth_place': '{{JPN}} 兵庫県加東郡社村', 'death_date': '{{死亡年月日と没年齢|1883|2|8|1962|7|27}}', 'occupation': '美容家、歌人、婦人運動家、小説家', 'nationality': '{{JPN}}', 'movement': '『へちまの花』誌婦人参政権運動', 'notable_works': '小説『女三篇』', 'spouse': '小口忠', 'resting_place': '多磨霊園'}"
940,"{'headercolor': 'Cyan', 'name': '小西ゆかり 30px', 'fullname': '小西ゆかり', 'nationality': '{{JPN}}', 'birthdate': '{{birth date and age|1979|1|11}}{{Cite web|和書 |url=https://www.joc.or.jp/games/asia/2018/japan/rifleshooting/team/konishiyukari.html |title=小西 ゆかり (ライフル射撃) - ジャカルタ・パレンバアジア競技大会2018 - JOC |author= |date=2018年8月18日 |work= |format= |publisher=日本オリンピック委員会 |accessdate=2020年1月10日}}', 'birthplace': '{{JPN}}、北海道', 'height': '162cm', 'weight': '55kg', 'website': 'https://ameblo.jp/yk-rupi/', 'country': '{{JPN}}', 'sport': '射撃競技', 'event': 'エアピストルスポーツピストル', 'medaltemplates': '{{MedalCompetition|アジア競技大会}} {{MedalSilver|2002釜山|25mピストル団体}} {{MedalSilver|2006ドーハ|25mピストル団体}} {{MedalSilver|2010広州|25mピストル個人}} {{MedalCompetition|ISSFワールドカップ}} {{MedalBronze|2003ザグレブ|25mピストル}} {{MedalCompetition|ASCアジアエアガン選手権大会}} {{MedalGold|2017和光|10mエアピストル}}', 'show-medals': 'true'}"
233,"{'氏名': '水鳥 真美', 'ふりがな': 'みずとり まみ', '画像': 'Mami Mizutori European Forum for Disaster Risk Reduction (cropped).jpg', '生年月日': '{{生年月日と年齢|1960|11|15}}', '生誕地': '{{JPN}}・東京都', '出身校': '一橋大学法学部スペイン外交官学校', '職業': '国連事務総長特別代表', '任期': '2018年 - 2023年', '前任者': 'ロバート・グラッサー', '後任者': 'カマル・キショール', '配偶者': 'バラック・クシュナー'}"
939,"{'name': '葛城 奈海', 'birth_name': '高橋 南海', 'birth_date': '{{生年月日と年齢|1970|02|06}}', 'birth_place': '{{JPN}} 東京都足立区西新井[https://www.pro-tanc.com/female/katsuraginami/ 葛城 奈海｜有限会社 プロダクション・タンク]', 'education': '東京大学農学部卒業', 'occupation': 'ジャーナリスト政治活動家', 'title': 'やおよろずの森代表予備役ブルーリボンの会幹事長「防人と歩む会」会長「皇統（父系男系）を守る国民連合の会」会長', 'nationality': '{{JPN}}'}"
439,"{'name': '原田 マハ（はらだ マハ）', 'pseudonym': '原田 マハmaha', 'birth_date': '{{生年月日と年齢|1962|7|14}}', 'birth_place': '{{JPN}} 東京都小平市', 'occupation': '小説家、キュレーター、カルチャーライター', 'language': '日本語', 'alma_mater': '関西学院大学文学部日本文学科卒業早稲田大学第二文学部卒業', 'period': '2005年 -', 'notable_works': '『キネマの神様』（2008年）『楽園のカンヴァス』（2012年）', 'spouse': 'あり', 'relations': '原田宗典（兄）', 'awards': '第1回日本ラブストーリー大賞（2005年）第25回山本周五郎賞（2012年）第36回新田次郎文学賞（2017年）第52回泉鏡花文学賞（2024年）', 'website': '[https://haradamaha.com/ 原田マハ公式サイト「マハの展示室」]'}"
1327,"{'image': '250px', 'caption': '女流棋士時代（女流2級、2013年8月3日）', '名前': '竹俣紅', '生年月日': '{{生年月日と年齢|1998|6|27}}', 'プロ年度': '2012年10月1日（{{年数|1998|6|27|2012|10|12}}歳）', '引退年度': '2019年3月31日（{{年数|1998|6|27|2019|3|31}}歳）{{small|（同日、日本将棋連盟を退会）}}', '分類': '女流', '棋士番号': '45', '棋士db': 'no', '出身地': '東京都', '師匠': '森内俊之', '所属': '日本将棋連盟(関東)(退会)', '段位': '{{small|元}}女流初段(退会)', '通算成績': '{{勝率|30|36|record=y}}{{Cite web|和書|title=女流棋士通算成績 2019年6月23日対局分まで（未放映のテレビ対局を除く。ただし、勝星昇段やキリ勝・記録が関わる場合、この限りでなし。）|url=https://www.shogi.or.jp/game/record/all_lady.html|website=日本将棋連盟|accessdate=2019-06-24|language=ja|publisher=|archiveurl=https://web.archive.org/web/20190624155723/https://www.shogi.or.jp/game/record/all_lady.html|archivedate=2019-6-24}}{{Cite web|和書|title=20歳で日本将来連盟を退会した竹俣紅さんにエールを送る｜棋士たちの盤上盤外|url=https://www.nikkan-gendai.com/articles/view/life/252288|website=|accessdate=2019-06-10|language=ja|publisher=日刊ゲンダイ|author=田丸昇|date=2019-4-20|archiveurl=https://web.archive.org/web/20190610063410/https://www.nikkan-gendai.com/articles/view/life/252288|archivedate=2019-6-10}}', '作成日時': '2021年4月1日'}"
67,"{'名前': '#2i2', '出身地': '{{JPN}}', 'ジャンル': 'アイドル', '活動期間': '2020年12月3日 -', 'レーベル': '#HASHTAG RECORD', '事務所': 'ゼロイチファミリア', '公式サイト': '[https://2i2.jp/ #2i2 公式サイト]', 'メンバー': '{{plainlist| * 十味 * 森嶋あんり * 奥ゆい * 天羽希純 }}', '旧メンバー': '青木りさ'}"
1113,"{'氏名': '五ノ井 里奈', 'ふりがな': 'ごのい りな', '画像': 'Rina Gonoi - IWOC 2024 (53568198184) (cropped).jpg', '生年月日': '{{生年月日と年齢|1999|09|29}}', '生誕地': '宮城県石巻市', '国籍': '{{JPN}}', '職業': '柔道指導者', '著名な実績': '陸上自衛隊勤務当時の性暴力被害告発', '代表作': '『声をあげて』'}"
1150,"{'headercolor': '#00BFFF', 'name': '高橋 百合子 30px', 'fullname': 'Yuriko Takahashi', 'nationality': '{{JPN}}', 'birthdate': '{{生年月日と年齢|1973|7|28}}', 'birthplace': '新潟県', 'sport': 'ウェイトリフティング', 'event': '女子', 'collegeteam': '埼玉短期大学', 'medaltemplates': '{{MedalCountry|{{JPN}}}} {{MedalSport|女子 ウエイトリフティング}} {{MedalCompetition|世界選手権}} {{MedalBronze|1996 ワルシャワ|59kg級}} {{MedalCompetition|アジア大会}} {{MedalBronze|1994 広島|64kg級}}'}"
903,"{'名前': '石井 てる美', '画像': '200px', 'キャプション': 'ヒラリー・クリントンのものまねの時の石井てる美（2016年11月）', '生年月日': '{{生年月日と年齢|1983|7|4}}', '出身地': '{{JPN}}・東京都', '血液型': 'O型'}"
448,"{'名前': '渡辺 敦子', '背景色': 'maker', '出生': '{{生年月日と年齢|1964|10|26}}', '出身地': '{{JPN}}・熊本県', 'ジャンル': 'J-POP', '職業': 'ベーシスト東京スクールオブミュージック専門学校・大阪スクールオブミュージック専門学校校長', '担当楽器': 'ベース、コーラス', '活動期間': '1983年 -', '公式サイト': 'https://ameblo.jp/atsuko-watanabe/'}"
1181,"{'名前': '清水市代', '分類': '女流', '棋士番号': '7', '生年月日': '{{生年月日と年齢|1969|1|9}}', 'プロ年度': '1985年4月1日（16歳）', '出身地': '東京都東村山市', '所属': '関東', '師匠': '高柳敏夫名誉九段', '永世': 'クイーン名人クイーン王位クイーン王将クイーン倉敷藤花', '段位': '女流七段', 'タイトル合計': '43期女流名人：10期女流王位：14期倉敷藤花：10期女流王将：9期', '優勝回数': '11回', '作成日時': '2020年4月1日', 'note': '日本将棋連盟第18代会長（2025 - 在任中）'}"
1288,"{'名前': '甲斐智美', '分類': '女流', '棋士番号': '21', '生年月日': '{{生年月日と年齢|1983|5|30}} |||||}} -->', 'プロ年度': '{{年月日|year=1997|month=4|day=1}}（{{年数|1983|5|30|1997|4|1}}歳）', '引退年度': '{{年月日|year=2023|month=7|day=3}}（{{年数|1983|5|30|2023|7|3}}歳）', '出身地': '石川県七尾市', '師匠': '中原誠十六世名人', '所属': '関東', '段位': '女流五段', 'タイトル合計': '7期女王1期女流王位4期倉敷藤花2期', '優勝回数': '2回', '通算成績': '360勝222敗(0.6186)', '作成日時': '2023年8月12日'}"
875,"{'名前': 'カニササレアヤコ', '本名': '川上彩子（旧姓）', '生年月日': '{{生年月日と年齢|1994|01|26}}', '出身地': '{{JPN}} 神奈川県藤沢市{{Cite web|和書|url=https://www.townnews.co.jp/0601/2022/09/23/643537.html|title=カニササレアヤコさん 「伝統芸能の裾野広げたい」｢お笑い×雅楽｣新境地に挑戦|publisher=タウンニュース社|date=2022-09-23|accessdate=2022-09-24}}', '血液型': 'A型', '身長': '164cm', '最終学歴': '早稲田大学文化構想学部卒業東京藝術大学音楽学部在学中', '出身': '早稲田大学お笑い工房LUDOワタナベコメディスクール19期', '相方': 'ペッパー', '芸風': '雅楽ネタものまね', '事務所': 'ワタナベエンターテインメント→フリー→サンミュージックプロダクション', '活動時期': '2013年10月 -', '同期': '厚切りジェイソン小杉まりもすがちゃん最高No.1（ぱーてぃーちゃん）など', 'コンビ名': 'アイアンアームズ（M-1グランプリ2018でのコンビ名）', '配偶者': 'なし（既婚歴あり）', '受賞歴': '全国お笑いサークル団体戦 NOROSHI 審査員特別賞R-1ぐらんぷり2018 決勝進出'}"
692,"{'氏名': '逢坂 恵理子', 'ふりがな': 'おおさか えりこ', '生年月日': '1950年', '生誕地': '東京都', '国籍': '{{JPN}}', '職業': 'キュレーター', '著名な実績': '2001年ヴェネチア・ビエンナーレ日本館コミッショナー'}"
1276,"{'名前': '谷川治恵', '分類': '女流', '棋士番号': '2', '生年月日': '{{生年月日と年齢|1954|2|9}}', 'プロ年度': '{{年月日|year=1976|month=9|day=23}}（{{年数|1954|2|9|1976|9|23}}歳）', '引退年度': '{{年月日|year=2002|month=4|day=30}}（{{年数|1954|2|9|2002|4|30}}歳）', '出身地': '埼玉県', '師匠': '佐瀬勇次名誉九段', '段位': '女流五段', '作成日時': '2016年9月15日'}"
1420,"{'氏名': '柴原 浦子', 'ふりがな': 'しばはら うらこ', '生年月日': '1887年', '生誕地': '広島県御調郡', '没年月日': '1955年', '死因': '脳出血', '国籍': '{{JPN}}', '活動期間': '1910年代～1950年代', '団体': '無産婦人同盟、無産者産婆会', '活動拠点': '広島県及び大阪府を中心とした関西。'}"
1322,"{'名前': '中澤沙耶', '分類': '女流', '棋士番号': '53', '生年月日': '{{生年月日と年齢|1996|5|14}}', 'プロ年度': '{{年月日|year=2015|month=4|day=1}}（{{年数|1996|5|14|2015|4|1}}歳）', '出身地': '愛知県一宮市', '所属': '関西', '師匠': '杉本昌隆', '段位': '女流二段', '優勝回数': '1回', '作成日時': '2022年5月9日'}"
656,"{'bgcolour': '#ffffff', 'name': 'ユミソン・Yumi Song', 'alt': 'ユミソン・Yumi Song', 'birthname': '東京都', 'location': '{{JPN}}', 'nationality': '{{KOR}}', 'website': 'http://www.yumisong.net/'}"
1200,"{'image': 'thumb|center|中井広恵女流六段（2009年4月12日）', '名前': '中井広恵', '生年月日': '{{生年月日と年齢|1969|6|24}}', 'プロ年度': '1981年4月1日（11歳）', '出身地': '北海道稚内市', '所属': '日本将棋連盟→日本女子プロ将棋協会→フリー', '師匠': '佐瀬勇次名誉九段', '永世': 'クイーン名人', '段位': '女流六段', 'タイトル合計': '19期女流名人9期女流王将4期女流王位3期倉敷藤花3期', '優勝回数': '10回', '作成日時': '2011年3月20日'}"
244,"{'氏名': '井深 八重', '画像': 'Yae IBUKA.JPG', '生年月日': '1897年10月23日', '生誕地': '{{TAW1895}} 台北市', '没年月日': '{{死亡年月日と没年齢|1897|10|23|1989|5|15}}', '職業': '看護婦', '出身校': '同志社女学校専門学部', '宗教': 'カトリック教会', '受賞': 'フローレンス・ナイチンゲール記章', '墓地': '神山平石共同墓地(御殿場市)'}"
821,"{'名前': '赤根 智子', '各国語表記': 'あかね ともこ', '画像': 'Judge_Tomoko_Akane,_President_of_the_International_Criminal_Court_-_20250319_EP-182157A_LD1_0179.jpg', '画像サイズ': '220px', '画像説明': '出典: 法務省 法務総合研究所 国際協力部（原出典: 国際刑事裁判所）', '生年月日': '{{生年月日と年齢|1956|06|28}}', '出生地': '{{JPN1947}} 愛知県名古屋市', '国籍': '{{JPN}}', '出身校': '東京大学法学部卒業{{仮リンク|ジャクソンヴィル州立大学|en|Jacksonville State University}}刑事司法コース修了', '署名': 'Tomoko Akane signature 20201106.png', '役職名': '20px 国際刑事裁判所所長', '就任日': '2024年3月11日', '退任日': '現職{{Efn2|name=任期|任期は2027年3月10日まで。}}', '前任者': '{{仮リンク|ピュートル・ホフマンスキー|en|Piotr Hofmański}}', '役職名2': '20px 国際刑事裁判所裁判官', '就任日2': '2018年3月11日', '退任日2': '現職{{Efn2|name=任期}}', '役職名3': '{{Flagicon|JPN}} 法務省法務総合研究所長', '就任日3': '2014年7月18日', '退任日3': '2016年6月16日', '前任者3': '酒井邦彦', '後任者3': '佐久間達哉', '役職名4': '{{Flagicon|JPN}} 函館地方検察庁検事正', '就任日4': '2010年10月26日', '退任日4': '2012年4月9日', '前任者4': '八幡雄治', '後任者4': '稲葉一生'}"
717,"{'name': 'NMB48', 'background': 'group', 'img': 'NMB48ロゴ.png', 'img_capt': 'NMB48のロゴマーク（文字版）', 'img_size': '220px', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2010年 -', 'label': 'laugh out loud! records（2011年7月 - 2022年11月）ユニバーサルシグマ（2022年11月 - ）', 'production': 'KYORAKU吉本.ホールディングス{{Efn|2019年6月以降は事業者。}}（2010年 - 2016年12月、2019年6月 - ）Showtitle（旧社名）（2016年12月 - 2025年6月30日）N-Rise（2025年7月1日 - ）', 'associated_acts': '秋元康（プロデューサー）剱持嘉一AKB48グループ', 'url': '[http://www.nmb48.com/ NMB48公式サイト]', 'current_members': 'メンバーを参照', 'past_members': '元メンバーを参照'}"
299,"{'氏名': '伊藤 詩織', 'ふりがな': 'いとう しおり', '画像': 'Shiori Itō - 2024 - P064808-238413 (cropped).jpg', '画像サイズ': '200px', '画像説明': '2024年11月、ベルギーにて', '生年月日': '{{Birth date and age|1989|5|17}}', '別名': 'Shiori', '職業': 'ジャーナリスト{{sfn|伊藤詩織|2017|pp=249,奥付}}、映像作家', '受賞': '2018年度ニューヨーク・フェスティヴァルドキュメンタリー部門銀賞（監督）スポーツ&レクリエーション部門銀賞（撮影）', '代表作': '『Black Box』（2017）、『裸で泳ぐ』（2018）', '公式サイト': '[https://www.shioriito.com/ Shiori Ito Official Site]'}"
582,"{'名前': 'ME:I', '画像': 'frameless|class=skin-invert-image', '画像説明': 'ME:Iのロゴマーク', '画像補正': 'yes', '背景色': 'group', '出身地': '{{JPN}}', 'ジャンル': 'J-POP、K-POP', '活動期間': '2024年 -', 'レーベル': 'LAPONE GIRLS{{Efn2|販売元はユニバーサルミュージック{{Cite web ja |title=ＭＥ：Ｉ／ＭＩＲＡＩ |url=https://www.kinokuniya.co.jp/f/dsg-10-4571487594840 |website=紀伊國屋書店ウェブストア |publisher=紀伊國屋書店 |access-date=2025-10-07}}。}}', '事務所': 'LAPONE GIRLS', '共同作業者': '{{Plainlist| * LAPONEエンタテインメント * CJ ENM * 吉本興業 }}', '公式サイト': '[https://cf.me-i.jp/ ME:I OFFICIAL SITE]', 'メンバー': '{{Plainlist| * COCORO * MIU * MOMONA * RAN * SHIZUKU * AYANE * KEIKO * KOKONA * RINON * SUZU * TSUZUMI }}', 'module': '{{Infobox YouTube personality|embed=yes | name = ME:I | channel_url = UCvTsv4KmVuBdECI08_HR87Q | channel_display_name = ME:I | years_active = 2023年 - | genre = {{ublist|音楽|エンターテインメント}} | subscribers = 71.8万人 | views = 4億5962万6240回 | stats_update = {{Dts|2025-11-30}} }}'}"
1164,"{'氏名': '石川 達絵', 'ふりがな': 'いしかわ たつえ', '画像': '300px', '画像説明': '第36回ローズステークス表彰式（2018年9月16日）', '生年月日': '{{生年月日と年齢|p=0|1962|8|3}}{{Cite web|和書|url= https://umatoku.hochi.co.jp/articles/20211220-OHT1T51186.html |title= 【有馬記念】「無事これ名馬」キセキ、ラストランへ 石川達絵オーナー「悔いのない走りをしてくれれば」 |work= |website= 馬トク|publisher= 報知新聞社|author= |date= 2021-12-21|accessdate=2023-04-07}}', '生誕地': '{{JPN}} 東京都', '職業': '{{Hlist-comma| 実業家 | 馬主 }}', '肩書き': '{{Ublist| 株式会社デジマース 代表取締役社長 }}'}"
